AV_exp,AV_work,CA_exp,CA_work,DP_exp,DP_work,DW_exp,DW_work,FP_exp,FP_work,FR_exp,FR_work,IC_exp,IC_work,IFf_exp,IFf_work,LD_exp,LD_work,OP_exp,OP_work,PG_exp,PG_work,RC_exp,RC_work,RS_exp,RS_work,SK_exp,SK_work,WC_exp,WC_work,WH_exp,WH_work,apr_PD_per_hh,apr_PD_per_hh_preyr,apr_lab,apr_lab_pre,april_delay,april_delay_amt,april_demand_reg,april_hh_P_emp,april_hh_P_emp_pre,april_lb,april_unemp,april_unemp_amt,april_unpaid_delay,april_unpaid_delay_amt,april_work_allot,aug_PD_per_hh,aug_PD_per_hh_preyr,aug_delay,aug_delay_amt,aug_demand_reg,aug_hh_P_emp,aug_hh_P_emp_pre,aug_lab,aug_lab_pre,aug_lb,aug_unemp,aug_unemp_amt,aug_unpaid_delay,aug_unpaid_delay_amt,aug_work_allot,block_code,code,dec_PD_per_hh,dec_PD_per_hh_preyr,dec_delay,dec_delay_amt,dec_demand_reg,dec_hh_P_emp,dec_hh_P_emp_pre,dec_lab,dec_lab_pre,dec_lb,dec_unemp,dec_unemp_amt,dec_unpaid_delay,dec_unpaid_delay_amt,dec_work_allot,district_code,feb_PD_per_hh,feb_PD_per_hh_preyr,feb_delay,feb_delay_amt,feb_demand_reg,feb_hh_P_emp,feb_hh_P_emp_pre,feb_lab,feb_lab_pre,feb_lb,feb_unemp,feb_unemp_amt,feb_unpaid_delay,feb_unpaid_delay_amt,feb_work_allot,jan_PD_per_hh,jan_PD_per_hh_preyr,jan_delay,jan_delay_amt,jan_demand_reg,jan_hh_P_emp,jan_hh_P_emp_pre,jan_lab,jan_lab_pre,jan_lb,jan_unemp,jan_unemp_amt,jan_unpaid_delay,jan_unpaid_delay_amt,jan_work_allot,jul_PD_per_hh,jul_PD_per_hh_preyr,jul_lab,jul_lab_pre,july_delay,july_delay_amt,july_demand_reg,july_hh_P_emp,july_hh_P_emp_pre,july_lb,july_unemp,july_unemp_amt,july_unpaid_delay,july_unpaid_delay_amt,july_work_allot,jun_PD_per_hh,jun_PD_per_hh_preyr,jun_lab,jun_lab_pre,june_delay,june_delay_amt,june_demand_reg,june_hh_P_emp,june_hh_P_emp_pre,june_lb,june_unemp,june_unemp_amt,june_unpaid_delay,june_unpaid_delay_amt,june_work_allot,mar_PD_per_hh,mar_PD_per_hh_preyr,mar_lab,mar_lab_pre,march_delay,march_delay_amt,march_demand_reg,march_hh_P_emp,march_hh_P_emp_pre,march_lb,march_unemp,march_unemp_amt,march_unpaid_delay,march_unpaid_delay_amt,march_work_allot,may_PD_per_hh,may_PD_per_hh_preyr,may_delay,may_delay_amt,may_demand_reg,may_hh_P_emp,may_hh_P_emp_pre,may_lab,may_lab_pre,may_lb,may_unemp,may_unemp_amt,may_unpaid_delay,may_unpaid_delay_amt,may_work_allot,nov_PD_per_hh,nov_PD_per_hh_preyr,nov_delay,nov_delay_amt,nov_demand_reg,nov_hh_P_emp,nov_hh_P_emp_pre,nov_lab,nov_lab_pre,nov_lb,nov_unemp,nov_unemp_amt,nov_unpaid_delay,nov_unpaid_delay_amt,nov_work_allot,oct_PD_per_hh,oct_PD_per_hh_preyr,oct_delay,oct_delay_amt,oct_demand_reg,oct_hh_P_emp,oct_hh_P_emp_pre,oct_lab,oct_lab_pre,oct_lb,oct_unemp,oct_unemp_amt,oct_unpaid_delay,oct_unpaid_delay_amt,oct_work_allot,sep_PD_per_hh,sep_PD_per_hh_preyr,sep_delay,sep_delay_amt,sep_demand_reg,sep_hh_P_emp,sep_hh_P_emp_pre,sep_lab,sep_lab_pre,sep_lb,sep_unemp,sep_unemp_amt,sep_unpaid_delay,sep_unpaid_delay_amt,sep_work_allot,state_code,timestamp,year
0.0,0,0.0,0,6.18,19,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.72,19,0.0,0,0,0,18.55,29,0.03,33,24.97,29,0.0,0,2.06,2,36,0,0.0,0.0,0,0,8,8,0,11164,0,0.0,0,0,288,9,12,0,0,134,134,113,1.16,1.5,45680,0,0.0,0,0,1316,1113012,1113012,10,17,0,0,345,325,58,4.75,1.15,71061,0,0.0,0,0.0,3566,1113,9,14,2643,967,291,256,212,2.93,4.27,91365,0,0.0,0,0.0,2389,12,12,2245,966,362,330,159,4.92,0.94,81212,0,0.0,0,0.0,4187,11,16,2.33,2.28,0,0,127,118,107,40611,0,0.0,0,0.0,1358,14,8,0.83,0.54,0,0,57,48,95,35533,0,0.0,0,0.0,704,11,9,4.49,4.2,324,78,159,74,150,102657,36,2646.0,0,0.0,825,11,13,0,0,19,19,41,0.0,0.46,23350,0,0.0,0,0.0,220,11,11,0,0,279,225,36,2.45,0.05,63954,0,0.0,0,0.0,2582,10,10,0,0,266,236,110,5.08,2.18,56851,0,0.0,0,0.0,2555,11,10,0,0,294,282,107,2.17,1.32,50770,0,0.0,0,0.0,3192,11,2014-12-23 16:53:44,2013-2014
0.0,0,0.0,0,4.52,76,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.11,27,0.0,0,0,0,19.67,33,0.0,0,1.64,5,0.0,1,0.0,0,6,14,0.0,0.52,0,0,28,27,79,8286,0,0.0,0,0,162,18,18,0,0,106,105,114,1.85,1.34,33896,0,0.0,0,0,1982,1113013,1113013,11,21,0,0,69,46,386,1.17,0.01,52623,0,0.0,0,0.0,506,1113,14,15,23074,6800,230,195,130,3.99,25.29,67786,16,1176.0,0,0.0,2873,25,16,1892,635,214,183,360,2.77,17.92,60255,0,0.0,0,0.0,4735,10,27,1.69,1.75,0,0,102,98,89,30126,0,0.0,0,0.0,1061,16,12,0.16,0.9,0,0,38,38,193,26362,0,0.0,0,0.0,611,12,16,2.3,10.81,3680,1341,237,165,97,74869,12,882.0,0,0.0,2116,8,7,0,0,26,25,111,0.01,1.52,17322,0,0.0,0,0.0,213,5,21,0,0,2,2,239,4.09,4.35,47450,0,0.0,0,0.0,11,19,32,0,0,239,232,670,2.56,2.85,42174,0,0.0,0,0.0,4591,11,17,0,0,140,114,125,2.22,2.88,37654,0,0.0,0,0.0,1276,11,2014-12-23 16:53:46,2013-2014
0.0,0,0.0,0,13.25,15,0.0,0,0.33,3,0.0,0,0.25,1,0.0,0,10.87,23,0.06,1,0,0,53.33,83,0.0,1,22.44,19,3.29,8,0.0,0,0,24,0.0,0.76,0,0,0,0,206,9860,0,0.0,0,0,0,9,13,0,0,117,101,140,2.42,3.03,40334,0,0.0,0,0,940,1113014,1113014,17,14,0,0,763,764,659,10.54,7.85,57299,0,0.0,0,0.0,13103,1113,11,15,35479,12587,684,599,645,10.89,16.09,78166,168,12348.0,0,0.0,7088,14,14,28247,9383,826,766,698,11.54,12.83,69480,115,8452.5,1,0.0,11175,11,17,2.51,10.71,0,0,232,180,210,35859,0,0.0,0,0.0,2043,10,23,2.79,10.07,0,0,282,251,361,31376,0,0.0,0,0.0,2543,12,6,11.47,9.48,15959,5188,663,586,443,86856,90,6615.0,1,8434.2,7192,9,24,0,0,170,136,289,0.3,2.57,20616,0,0.0,0,0.0,1266,11,11,0,0,453,412,469,2.86,4.01,52068,0,0.0,0,0.0,4939,11,13,0,0,429,386,261,4.53,2.03,47963,0,0.0,0,0.0,4459,9,8,0,0,266,224,157,1.6,2.66,42827,0,0.0,0,0.0,2206,11,2014-12-23 16:53:48,2013-2014
0.0,0,0.0,0,27.29,51,0.0,0,62.11,119,0.0,0,0.0,2,18.14,22,0.73,15,0.0,1,0,0,212.94,178,61.05,68,136.33,42,3.84,26,16.42,28,13,14,0.32,66.52,0,0,902,875,368,37524,0,0.0,0,0,11844,14,9,0,0,512,460,1211,12.5,49.61,164178,0,0.0,0,0,6727,1114001,1114001,20,19,0,0,2208,2150,2434,24.84,75.34,314286,0,0.0,0,0.0,43022,1114,14,19,39425,16735,327,277,3428,52.33,91.15,417469,0,0.0,0,0.0,4027,21,18,48874,21412,2871,2758,2659,69.5,23.63,370569,0,0.0,0,0.0,60167,13,18,57.73,97.77,0,0,796,709,3096,145408,0,0.0,0,0.0,9845,15,21,33.22,44.36,0,0,1536,1381,2743,121958,0,0.0,0,0.0,21547,9,11,21.8,136.85,700,280,65,63,2471,469070,0,0.0,0,0.0,584,20,18,0,0,1910,1769,1850,4.43,3.37,84434,0,0.0,0,0.0,36649,9,12,0,0,712,655,2003,11.55,12.84,262685,0,0.0,0,0.0,6035,15,18,0,0,776,713,2137,25.86,21.26,225155,0,0.0,0,0.0,10871,16,13,0,0,742,678,1126,11.06,26.11,187626,0,0.0,0,0.0,11343,11,2014-12-23 16:53:50,2013-2014
0.0,0,0.0,0,1.92,17,0.26,3,3.85,9,0.0,0,0.0,2,0.51,4,0.63,6,0.0,0,0,0,17.74,45,4.3,34,15.84,5,1.38,10,4.5,11,10,16,0.0,0.28,0,0,203,187,39,8512,0,0.0,0,0,1909,8,9,0,0,35,30,123,0.75,1.35,37261,0,0.0,0,0,258,1114002,1114002,17,14,0,0,722,669,115,11.2,0.81,71289,0,0.0,0,0.0,11487,1114,6,13,60,26,195,167,252,1.43,2.97,91714,0,0.0,0,0.0,1019,6,16,176,76,464,394,162,9.19,1.31,84057,0,0.0,0,0.0,2536,10,11,6.88,1.86,0,0,77,63,122,32979,0,0.0,0,0.0,691,14,13,0.21,2.11,0,0,264,204,102,27664,0,0.0,0,0.0,3031,0,9,0.0,7.34,0,0,0,0,295,106119,0,0.0,0,0.0,0,12,20,0,0,218,165,115,0.88,1.39,19173,0,0.0,0,0.0,2032,13,6,0,0,413,372,37,4.34,1.04,59532,0,0.0,0,0.0,4933,10,14,0,0,184,173,125,2.97,2.95,51079,0,0.0,0,0.0,1855,12,14,0,0,102,87,188,1.07,1.12,42593,0,0.0,0,0.0,1120,11,2014-12-23 16:53:52,2013-2014
0.0,0,0.0,0,8.7,25,0.0,0,6.93,18,0.0,0,0.0,0,1.14,1,0.0,0,0.0,0,0,0,21.03,26,0.72,52,20.87,13,0.19,4,0.05,1,12,33,0.57,0.53,0,0,96,81,62,9745,0,0.0,0,0,1043,13,10,0,0,180,174,140,2.52,4.19,42621,0,0.0,0,0,2307,1114003,1114003,10,13,0,0,197,173,149,1.38,0.94,81386,0,0.0,0,0.0,1767,1114,4,16,102,33,96,93,348,0.71,4.89,108382,0,0.0,0,0.0,451,6,13,112,24,123,94,276,1.8,2.94,96211,0,0.0,0,0.0,630,12,18,3.28,8.79,0,0,220,190,343,37647,0,0.0,0,0.0,2433,11,21,4.31,3.38,0,0,187,182,312,31661,0,0.0,0,0.0,2034,0,11,0.0,8.7,0,0,0,0,300,121780,0,0.0,0,0.0,0,13,14,0,0,276,259,192,1.15,2.51,21929,0,0.0,0,0.0,3616,7,9,0,0,38,32,44,0.13,1.63,68190,0,0.0,0,0.0,231,10,17,0,0,130,130,86,4.45,1.12,58457,0,0.0,0,0.0,1306,14,12,0,0,162,157,100,2.87,1.11,48712,0,0.0,0,0.0,2223,11,2014-12-23 16:53:54,2013-2014
0.0,0,0.0,0,4.35,22,0.0,0,82.91,165,0.0,0,0.46,13,19.38,42,0.36,1,0.0,0,0,0,309.46,499,24.81,22,155.15,48,18.85,42,0.0,1,15,19,0.0,27.77,0,0,405,362,2364,34937,0,0.0,0,0,5550,0,9,0,0,0,0,1896,16.92,21.9,152839,0,0.0,0,0,0,1114004,1114004,18,9,0,0,3160,3087,1522,43.5,14.69,292575,0,0.0,0,0.0,57293,1114,7,18,2671,949,2697,2407,4226,47.67,84.18,385644,0,0.0,0,0.0,17274,12,9,3816,1578,3574,3509,2021,116.61,29.54,344977,0,0.0,0,0.0,43936,10,16,34.8,76.51,0,0,806,769,3016,135365,0,0.0,0,0.0,7832,15,19,22.63,89.43,0,0,1328,1118,3784,113535,0,0.0,0,0.0,16966,0,10,0.56,41.49,0,0,7,0,471,436679,0,0.0,0,0.0,0,19,17,0,0,1482,1366,3052,3.22,80.77,78596,0,0.0,0,0.0,26786,13,7,0,0,2138,2101,1170,24.39,24.19,244541,0,0.0,0,0.0,29158,14,15,0,0,1302,1249,3617,14.82,73.98,208607,0,0.0,0,0.0,18495,12,12,0,0,779,687,2895,1.72,21.32,174678,0,0.0,0,0.0,8629,11,2014-12-23 16:53:56,2013-2014
0.0,0,0.0,0,12.92,28,0.2,3,5.8,16,0.0,1,2.54,17,3.67,48,2.05,6,0.0,0,0,0,266.84,355,10.19,16,65.54,28,0.0,1,2.39,7,12,15,0.19,0.0,0,0,673,648,294,24276,0,0.0,0,0,8197,8,9,0,0,404,397,894,4.76,11.19,106216,0,0.0,0,0,3359,1114005,1114005,21,17,0,0,2073,2080,1382,36.57,18.41,203326,0,0.0,0,0.0,44283,1114,8,13,4071,1813,1563,1512,1459,41.05,17.93,270088,0,0.0,0,0.0,12857,16,13,1243,470,2321,2274,1379,63.84,29.56,239741,0,0.0,0,0.0,38506,9,14,17.15,29.2,0,0,703,684,1155,94076,0,0.0,0,0.0,6292,13,16,26.77,8.12,0,0,846,742,1241,78902,0,0.0,0,0.0,9877,0,12,1.06,37.57,342,152,0,0,1195,303463,0,0.0,0,0.0,0,17,12,0,0,1274,1180,819,10.85,5.69,54625,0,0.0,0,0.0,21079,11,11,0,0,970,951,790,14.88,31.51,169945,0,0.0,0,0.0,10722,15,17,0,0,1312,1265,1484,33.93,21.46,145665,0,0.0,0,0.0,19469,14,12,0,0,1173,1054,878,8.65,10.12,121388,0,0.0,0,0.0,15484,11,2014-12-23 16:53:58,2013-2014
0.0,0,0.0,0,12.84,19,0.0,1,109.8,471,0.0,0,0.07,3,1.29,75,17.09,70,3.53,18,0,0,77.96,219,1.04,16,76.09,38,31.1,199,0.26,5,14,9,0.0,2.23,0,0,122,99,269,37950,0,0.0,0,0,1410,12,12,0,0,187,178,454,12.24,17.44,165124,0,0.0,0,0,2186,1114006,1114006,18,15,0,0,3263,3088,2983,21.92,23.18,316086,0,0.0,0,0.0,56151,1114,9,14,12741,4483,304,219,3845,66.35,146.9,422684,0,0.0,0,0.0,2161,16,14,44465,15366,4185,3596,3560,75.31,18.85,368728,0,0.0,0,0.0,60151,11,11,20.58,44.94,0,0,498,377,3051,146250,0,0.0,0,0.0,4369,13,17,4.54,103.84,0,0,290,239,4437,122366,0,0.0,0,0.0,3167,0,12,3.22,50.57,338,100,6,0,331,471785,0,0.0,0,0.0,0,14,20,0,0,1947,1649,3219,0.87,46.68,84713,0,0.0,1,6909.0,23977,12,10,0,0,1190,1029,2253,12.4,15.82,265206,0,0.0,0,0.0,13063,15,13,0,0,762,713,2242,12.76,21.39,226442,0,0.0,0,0.0,10946,16,13,0,0,372,362,1149,9.36,14.62,188715,0,0.0,0,0.0,5846,11,2014-12-23 16:54:05,2013-2014
0.0,0,0.0,0,0.82,24,0.0,0,24.51,27,0.0,0,0.0,0,0.0,1,0.35,3,0.0,0,0,0,76.56,143,8.83,22,39.39,10,0.2,12,0.0,3,9,6,0.0,0.15,0,0,123,117,23,12851,0,0.0,0,0,1147,9,9,0,0,66,66,216,1.6,14.36,57221,0,0.0,0,0,634,1114011,1114011,16,9,0,0,670,664,463,7.75,7.24,107620,0,0.0,0,0.0,11014,1114,9,16,1385,671,975,908,870,29.87,16.39,142959,0,0.0,0,0.0,8564,16,14,460,184,1017,998,747,15.44,7.32,126894,0,0.0,0,0.0,16616,12,17,6.05,15.16,0,0,87,82,551,49794,0,0.0,0,0.0,999,10,23,0.06,3.82,0,0,189,182,509,41761,0,0.0,0,0.0,1985,5,9,1.09,20.1,0,0,180,180,889,160626,0,0.0,0,0.0,990,9,18,0,0,261,246,468,1.53,1.56,28914,0,0.0,0,0.0,2456,9,8,0,0,432,419,449,2.69,10.25,89951,0,0.0,0,0.0,3960,15,13,0,0,342,341,986,10.71,9.45,77103,0,0.0,0,0.0,5384,12,7,0,0,216,214,365,1.96,2.86,64252,0,0.0,0,0.0,2706,11,2014-12-23 16:54:07,2013-2014
0.0,0,0.32,1,18.63,41,0.0,0,44.54,108,0.0,0,0.58,8,5.59,59,5.07,10,0.0,0,0,0,99.46,173,11.11,19,61.56,24,3.22,15,6.7,22,11,13,0.25,0.13,0,0,763,625,993,22325,0,0.0,0,0,7132,12,7,0,0,372,291,651,7.9,14.11,97900,0,0.0,0,0,3710,1114012,1114012,18,14,0,0,1419,1291,1391,24.04,37.82,187410,0,0.0,0,0.0,23343,1114,8,17,671,230,939,608,2631,28.61,30.88,248943,0,0.0,0,0.0,5276,16,14,1096,427,1742,1605,1696,31.15,12.28,220977,0,0.0,0,0.0,26310,13,15,14.35,15.71,0,0,463,431,1359,86715,0,0.0,0,0.0,5868,11,15,11.63,21.24,0,0,483,437,1616,72729,0,0.0,0,0.0,4812,9,8,1.52,83.81,0,0,128,128,1581,279317,0,0.0,0,0.0,1192,14,12,0,0,960,763,1177,9.59,3.78,50580,0,0.0,0,0.0,10943,12,10,0,0,912,709,816,9.31,23.49,156640,0,0.0,0,0.0,8904,14,11,0,0,668,591,905,14.16,14.69,134564,0,0.0,0,0.0,8556,14,11,0,0,440,385,506,5.63,2.53,111886,0,0.0,0,0.0,5685,11,2014-12-23 16:54:09,2013-2014
0.0,0,0.0,0,5.53,74,0.0,0,36.53,233,0.0,1,0.0,11,8.11,115,23.18,148,0.0,7,0,0,60.23,317,0.0,0,35.15,16,33.1,360,0.0,3,12,10,0.0,9.2,0,0,124,107,116,20498,0,0.0,0,0,1314,10,8,0,0,146,145,751,3.93,17.09,89509,0,0.0,0,0,1474,1114013,1114013,17,15,0,0,2162,2141,2066,20.68,25.92,171388,0,0.0,0,0.0,37344,1114,8,15,6010,2225,1751,1661,3455,42.53,50.31,227766,0,0.0,0,0.0,13930,14,14,7895,2516,2758,2664,2700,60.65,15.95,202036,0,0.0,0,0.0,39254,8,10,6.76,18.41,0,0,287,269,1737,79313,0,0.0,0,0.0,2366,11,16,3.06,21.93,0,0,401,376,1736,66494,0,0.0,0,0.0,4377,9,7,1.34,105.44,696,282,53,53,2665,261967,0,0.0,0,0.0,518,9,13,0,0,531,349,1088,1.72,5.85,46002,0,0.0,0,0.0,3305,9,11,0,0,578,562,1326,12.73,26.19,143213,0,0.0,0,0.0,5604,12,16,0,0,845,801,1624,9.18,6.21,122818,0,0.0,0,0.0,10339,11,11,0,0,369,358,470,2.47,6.39,102296,0,0.0,0,0.0,4263,11,2014-12-23 16:54:11,2013-2014
0.0,0,0.0,0,14.15,35,0.0,0,26.06,70,0.0,0,0.0,0,0.0,1,1.0,3,0.0,1,0,0,149.35,203,5.93,9,38.21,12,20.53,57,2.53,11,9,17,0.0,0.51,0,0,118,122,214,19894,0,0.0,0,0,1175,8,9,0,0,82,77,427,2.32,7.35,87036,0,0.0,0,0,665,1114014,1114014,22,15,0,0,1696,1663,273,25.65,2.63,166610,0,0.0,0,0.0,37917,1114,9,19,11419,3863,1126,1106,1495,46.21,12.88,221317,0,0.0,0,0.0,10745,20,17,919,336,2330,2275,782,48.04,6.95,196452,0,0.0,0,0.0,47249,9,17,28.02,63.96,0,0,411,415,995,77090,0,0.0,0,0.0,4066,13,20,13.23,23.51,0,0,1078,884,2356,64657,0,0.0,0,0.0,11822,11,14,2.64,40.43,0,0,91,89,1201,248675,0,0.0,0,0.0,1045,18,13,0,0,1188,1118,2106,3.51,4.81,44760,0,0.0,0,0.0,20209,14,10,0,0,546,530,272,12.07,2.5,139265,0,0.0,0,0.0,7768,14,11,0,0,611,594,280,12.08,5.51,119363,0,0.0,0,0.0,8775,14,13,0,0,233,225,391,0.94,6.41,99469,0,0.0,0,0.0,3336,11,2014-12-23 16:54:13,2013-2014
0.0,0,0.0,0,42.02,188,0.0,0,117.65,345,0.0,0,0.0,6,0.0,29,0.0,0,0.0,0,0,0,193.41,365,3.98,32,109.94,39,38.57,164,1.87,17,16,13,0.0,0.0,0,0,271,230,360,31378,0,0.0,0,0,3756,12,11,0,0,982,980,686,13.44,44.08,137270,0,0.0,0,0,12604,1114015,1114015,17,17,0,0,2533,2475,2704,31.56,11.1,262772,0,0.0,0,0.0,43597,1114,8,18,27498,11987,622,440,4715,72.77,68.82,349054,0,0.0,0,0.0,3884,16,15,101188,40098,4160,3835,3785,52.03,45.55,309838,0,0.0,0,0.0,63761,10,10,29.21,46.51,0,0,626,541,1561,121587,0,0.0,0,0.0,5849,10,24,17.25,53.74,0,0,1393,1163,2743,101983,0,0.0,0,0.0,12248,0,7,14.9,205.5,0,0,0,0,2799,392194,0,0.0,0,0.0,0,14,22,0,0,2384,2200,2062,0.16,7.24,70697,0,0.0,0,0.0,31978,11,12,0,0,756,742,2029,7.7,15.08,219629,0,0.0,0,0.0,8810,9,13,0,0,596,574,1430,19.64,8.43,188256,0,0.0,0,0.0,5528,11,12,0,0,896,849,422,21.5,8.93,156876,0,0.0,0,0.0,10004,11,2014-12-23 16:54:15,2013-2014
0.0,0,0.0,0,1.34,13,0.0,0,3.14,1,0.0,0,0.0,1,0.0,3,0.0,0,0.0,0,0,0,12.06,28,17.58,456,103.2,42,0.17,5,0.0,0,12,5,1.18,0.39,0,0,185,179,40,8995,0,0.0,0,0,2210,6,8,0,0,17,17,62,0.26,0.8,36779,0,0.0,0,0,111,1115001,1115001,12,11,0,0,338,378,36,5.71,0.59,57218,0,0.0,2,294.0,4799,1115,6,14,0,0,61,61,52,0.73,1.06,73551,0,0.0,0,0.0,384,6,11,0,0,123,107,99,2.95,0.81,65378,0,0.0,0,0.0,667,6,9,1.14,0.85,0,0,135,110,47,32689,0,0.0,0,0.0,670,8,6,2.41,0.2,0,0,133,133,93,28606,0,0.0,0,0.0,1110,6,9,0.38,2.07,0,0,19,19,86,81732,0,0.0,0,0.0,114,6,8,0,0,113,113,56,1.61,0.24,18789,0,0.0,0,0.0,786,7,6,0,0,265,235,58,1.25,0.57,49043,0,0.0,0,0.0,1768,8,10,0,0,81,81,51,1.06,0.45,44953,0,0.0,0,0.0,727,9,12,0,0,66,63,54,0.74,0.62,40869,0,0.0,0,0.0,615,11,2014-12-23 16:54:17,2013-2014
0.0,0,0.0,0,0.64,32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0,2.45,9,2.77,169,5.58,5,0.0,0,0.0,0,2,13,0.0,0.59,0,0,48,27,65,7143,0,0.0,0,0,58,7,6,0,0,25,25,33,0.3,0.13,25672,0,0.0,0,0,189,1115002,1115002,10,5,0,0,56,41,7,0.01,0.0,38965,0,0.0,0,0.0,412,1115,11,8,806,213,86,58,2,0.96,0.07,50290,0,0.0,0,0.0,640,9,12,437,123,79,55,6,1.06,0.05,44522,12,882.0,0,0.0,509,9,6,0.24,0.22,0,0,25,24,1,22814,0,0.0,0,0.0,231,9,18,0.31,0.38,0,0,20,20,18,19971,0,0.0,0,0.0,199,10,4,0.3,0.34,763,314,36,30,52,55662,0,0.0,0,0.0,305,6,15,0,0,11,10,17,0.08,1.07,13683,0,0.0,0,0.0,60,6,6,0,0,5,5,1,0.5,0.16,35626,0,0.0,0,0.0,30,7,9,0,0,33,33,17,0.0,0.14,31733,0,0.0,0,0.0,263,6,7,0,0,10,9,18,0.13,0.17,28520,0,0.0,0,0.0,62,11,2014-12-23 16:54:19,2013-2014
0.0,0,0.0,0,1.94,33,0.0,0,0.0,0,0.0,0,0.0,0,0.54,14,0.0,0,0.0,0,0,0,1.84,12,3.57,115,34.45,20,0.0,0,0.0,0,9,12,0.01,1.2,0,0,65,62,50,1103,0,0.0,0,0,586,5,9,0,0,22,17,15,0.22,0.17,4126,0,0.0,0,0,92,1115003,1115003,9,6,0,0,99,89,28,0.61,0.1,6418,0,0.0,0,0.0,844,1115,10,8,88,29,72,33,24,0.57,0.01,8258,0,0.0,0,0.0,351,5,5,179,68,83,72,10,1.16,0.1,7337,0,0.0,0,0.0,390,8,8,1.23,0.64,0,0,111,93,20,3663,0,0.0,0,0.0,791,7,11,0.22,0.8,0,0,115,78,42,3209,0,0.0,0,0.0,612,14,8,0.57,1.27,0,0,23,20,114,91719,0,0.0,0,0.0,280,7,11,0,0,23,19,40,0.87,0.43,2200,0,0.0,0,0.0,140,8,0,0,0,77,53,0,0.51,0.01,5866,0,0.0,0,0.0,453,7,5,0,0,20,20,7,0.29,0.02,5225,0,0.0,0,0.0,150,9,10,0,0,36,26,6,0.18,0.1,4590,0,0.0,0,0.0,236,11,2014-12-23 16:54:21,2013-2014
0.0,0,0.0,0,0.61,14,0.0,0,8.33,17,0.0,0,0.0,1,0.15,1,6.53,9,6.74,5,0,0,86.2,78,2.82,152,50.81,29,0.0,0,0.0,0,17,27,3.21,2.88,0,0,416,368,175,3731,0,0.0,0,0,6479,16,18,0,0,99,98,431,3.18,9.18,13927,0,0.0,0,0,1645,1115004,1115004,23,13,0,0,578,537,203,10.06,1.16,21671,0,0.0,0,0.0,12786,1115,21,17,43250,15724,441,402,509,6.54,11.18,27858,0,0.0,0,0.0,8607,24,22,15348,5627,567,506,280,17.61,4.45,24762,0,0.0,0,0.0,12244,17,17,5.28,14.52,0,0,267,213,379,12381,0,0.0,0,0.0,3780,20,23,10.16,9.45,0,0,309,273,340,10828,0,0.0,0,0.0,5651,11,21,13.91,32.61,5689,1877,77,27,706,309232,0,0.0,0,0.0,317,17,18,0,0,224,159,397,3.12,4.69,7403,0,0.0,0,0.0,2840,20,12,0,0,199,183,178,4.77,4.69,19510,0,0.0,0,0.0,3775,13,17,0,0,203,192,237,6.66,2.66,19476,0,0.0,0,0.0,2526,11,17,0,0,177,151,247,2.67,7.3,15478,0,0.0,0,0.0,1796,11,2014-12-23 16:54:23,2013-2014
0.0,0,0.0,0,0.0,1,0.0,0,14.01,25,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,38.89,33,2.62,154,60.82,27,1.5,2,0.64,8,12,5,0.86,0.64,0,0,161,135,24,15202,0,0.0,0,0,1725,8,5,0,0,120,108,75,1.63,0.86,57015,0,0.0,0,0,870,1115005,1115005,17,21,0,0,247,232,78,5.06,1.0,88694,0,0.0,0,0.0,4044,1115,13,10,837,377,194,186,82,3.96,1.57,114044,72,5292.0,0,0.0,2432,15,11,63,27,296,285,94,6.45,2.26,101360,12,882.0,0,0.0,4303,8,8,1.56,1.88,0,0,162,99,133,50690,0,0.0,0,0.0,799,10,14,1.75,2.72,0,0,149,140,137,44356,0,0.0,0,0.0,1452,8,6,1.74,1.61,0,0,56,45,115,126709,66,4851.0,0,0.0,360,10,15,0,0,178,121,91,2.29,0.63,30419,0,0.0,0,0.0,1320,10,11,0,0,183,182,61,1.33,0.2,81087,0,0.0,0,0.0,1836,12,6,0,0,89,86,45,1.63,0.29,72231,0,0.0,0,0.0,1105,12,9,0,0,126,102,89,2.04,1.01,63358,0,0.0,0,0.0,1233,11,2014-12-23 16:54:25,2013-2014
